"OID","Country or Area","Year","Description","Magnitude","Value"
"69260...ZF...","NIGER","2003","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"69260B..ZF...","NIGER","2002","OVERNIGHT ADVANCES","PERCENT PER ANNU","4.95006"
"69260L..ZF...","NIGER","2002","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","2002","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69260B..ZF...","NIGER","2001","OVERNIGHT ADVANCES","PERCENT PER ANNU","4.95"
"69260L..ZF...","NIGER","2001","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","2001","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69260B..ZF...","NIGER","2000","OVERNIGHT ADVANCES","PERCENT PER ANNU","4.95"
"69260L..ZF...","NIGER","2000","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","2000","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69260B..ZF...","NIGER","1999","OVERNIGHT ADVANCES","PERCENT PER ANNU","4.95"
"69260L..ZF...","NIGER","1999","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1999","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69260B..ZF...","NIGER","1998","OVERNIGHT ADVANCES","PERCENT PER ANNU","4.95"
"69260L..ZF...","NIGER","1998","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1998","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69260B..ZF...","NIGER","1997","OVERNIGHT ADVANCES","PERCENT PER ANNU","4.95"
"69260L..ZF...","NIGER","1997","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1997","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69260B..ZF...","NIGER","1996","OVERNIGHT ADVANCES","PERCENT PER ANNU","4.95"
"69260L..ZF...","NIGER","1996","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1996","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69260B..ZF...","NIGER","1995","OVERNIGHT ADVANCES","PERCENT PER ANNU","4.95"
"69260L..ZF...","NIGER","1995","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1995","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69260B..ZF...","NIGER","1994","OVERNIGHT ADVANCES","PERCENT PER ANNU","4.95"
"69260L..ZF...","NIGER","1994","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1994","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69260B..ZF...","NIGER","1993","OVERNIGHT ADVANCES","PERCENT PER ANNU","4.95"
"69260L..ZF...","NIGER","1993","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1993","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69260B..ZF...","NIGER","1992","OVERNIGHT ADVANCES","PERCENT PER ANNU","11.435"
"69260P..ZF...","NIGER","1992","LENDING RATE","PERCENT PER ANNU","16.75"
"69260L..ZF...","NIGER","1992","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","7.75"
"69260...ZF...","NIGER","1992","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","12.5"
"69260B..ZF...","NIGER","1991","OVERNIGHT ADVANCES","PERCENT PER ANNU","10.9383"
"69260P..ZF...","NIGER","1991","LENDING RATE","PERCENT PER ANNU","16"
"69260L..ZF...","NIGER","1991","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","7"
"69260...ZF...","NIGER","1991","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","11"
"69260B..ZF...","NIGER","1990","OVERNIGHT ADVANCES","PERCENT PER ANNU","10.98"
"69260P..ZF...","NIGER","1990","LENDING RATE","PERCENT PER ANNU","16"
"69260L..ZF...","NIGER","1990","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","7"
"69260...ZF...","NIGER","1990","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","11"
"69260B..ZF...","NIGER","1989","OVERNIGHT ADVANCES","PERCENT PER ANNU","10.0717"
"69260P..ZF...","NIGER","1989","LENDING RATE","PERCENT PER ANNU","15.125"
"69260L..ZF...","NIGER","1989","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","6.41667"
"69260...ZF...","NIGER","1989","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","11"
"69260B..ZF...","NIGER","1988","OVERNIGHT ADVANCES","PERCENT PER ANNU","8.72"
"69260P..ZF...","NIGER","1988","LENDING RATE","PERCENT PER ANNU","13.5833"
"69260L..ZF...","NIGER","1988","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","5.25"
"69260...ZF...","NIGER","1988","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8.5"
"69260B..ZF...","NIGER","1987","OVERNIGHT ADVANCES","PERCENT PER ANNU","8.36917"
"69260P..ZF...","NIGER","1987","LENDING RATE","PERCENT PER ANNU","13.5"
"69260L..ZF...","NIGER","1987","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","5.25"
"69260...ZF...","NIGER","1987","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8.5"
"69260B..ZF...","NIGER","1986","OVERNIGHT ADVANCES","PERCENT PER ANNU","8.57667"
"69260P..ZF...","NIGER","1986","LENDING RATE","PERCENT PER ANNU","13.5"
"69260L..ZF...","NIGER","1986","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","6.08333"
"69260...ZF...","NIGER","1986","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8.5"
"69260B..ZF...","NIGER","1985","OVERNIGHT ADVANCES","PERCENT PER ANNU","10.6625"
"69260P..ZF...","NIGER","1985","LENDING RATE","PERCENT PER ANNU","14.5"
"69260L..ZF...","NIGER","1985","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","7.25"
"69260...ZF...","NIGER","1985","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10.5"
"69260B..ZF...","NIGER","1984","OVERNIGHT ADVANCES","PERCENT PER ANNU","11.8392"
"69260P..ZF...","NIGER","1984","LENDING RATE","PERCENT PER ANNU","14.5"
"69260L..ZF...","NIGER","1984","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","7.25"
"69260...ZF...","NIGER","1984","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10.5"
"69260B..ZF...","NIGER","1983","OVERNIGHT ADVANCES","PERCENT PER ANNU","12.2267"
"69260P..ZF...","NIGER","1983","LENDING RATE","PERCENT PER ANNU","14.5"
"69260L..ZF...","NIGER","1983","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","7.5"
"69260...ZF...","NIGER","1983","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10.5"
"69260B..ZF...","NIGER","1982","OVERNIGHT ADVANCES","PERCENT PER ANNU","14.6642"
"69260P..ZF...","NIGER","1982","LENDING RATE","PERCENT PER ANNU","16"
"69260L..ZF...","NIGER","1982","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","7.75"
"69260...ZF...","NIGER","1982","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","12.5"
"69260B..ZF...","NIGER","1981","OVERNIGHT ADVANCES","PERCENT PER ANNU","13.3517"
"69260P..ZF...","NIGER","1981","LENDING RATE","PERCENT PER ANNU","14.5"
"69260L..ZF...","NIGER","1981","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","6.25"
"69260...ZF...","NIGER","1981","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10.5"
"69260B..ZF...","NIGER","1980","OVERNIGHT ADVANCES","PERCENT PER ANNU","10.1283"
"69260P..ZF...","NIGER","1980","LENDING RATE","PERCENT PER ANNU","14.5"
"69260L..ZF...","NIGER","1980","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","6.1875"
"69260...ZF...","NIGER","1980","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10.5"
"69260B..ZF...","NIGER","1979","OVERNIGHT ADVANCES","PERCENT PER ANNU","7.72083"
"69260P..ZF...","NIGER","1979","LENDING RATE","PERCENT PER ANNU","12"
"69260L..ZF...","NIGER","1979","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","6"
"69260...ZF...","NIGER","1979","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"69260B..ZF...","NIGER","1978","OVERNIGHT ADVANCES","PERCENT PER ANNU","7.375"
"69260P..ZF...","NIGER","1978","LENDING RATE","PERCENT PER ANNU","12"
"69260L..ZF...","NIGER","1978","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","6"
"69260...ZF...","NIGER","1978","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"69260B..ZF...","NIGER","1977","OVERNIGHT ADVANCES","PERCENT PER ANNU","7.39583"
"69260P..ZF...","NIGER","1977","LENDING RATE","PERCENT PER ANNU","12"
"69260L..ZF...","NIGER","1977","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","6"
"69260...ZF...","NIGER","1977","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"69260B..ZF...","NIGER","1976","OVERNIGHT ADVANCES","PERCENT PER ANNU","7.28167"
"69260L..ZF...","NIGER","1976","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","6"
"69260...ZF...","NIGER","1976","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"69260L..ZF...","NIGER","1975","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","5.875"
"69260...ZF...","NIGER","1975","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"69260L..ZF...","NIGER","1974","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","5.75"
"69260...ZF...","NIGER","1974","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5.5"
"69260L..ZF...","NIGER","1973","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","5.75"
"69260...ZF...","NIGER","1973","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5.5"
"69260L..ZF...","NIGER","1972","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3"
"69260...ZF...","NIGER","1972","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260L..ZF...","NIGER","1971","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3"
"69260...ZF...","NIGER","1971","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260L..ZF...","NIGER","1970","INTEREST RATE (12 MONTHS)","PERCENT PER ANNU","3"
"69260...ZF...","NIGER","1970","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1969","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1968","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1967","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1966","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1965","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1964","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1963","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1962","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1961","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69260...ZF...","NIGER","1960","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69460C..ZF...","NIGERIA","2008","TREASURY BILL RATE","PERCENT PER ANNU","8.19917"
"69460P..ZF...","NIGERIA","2008","FIRST CLASS ADVANCES","PERCENT PER ANNU","15.4798"
"69460...ZF...","NIGERIA","2008","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9.75"
"69460L..ZF...","NIGERIA","2008","3 MONTHS' DEPOSITS","PERCENT PER ANNU","11.9708"
"69460C..ZF...","NIGERIA","2007","TREASURY BILL RATE","PERCENT PER ANNU","6.85"
"69460P..ZF...","NIGERIA","2007","FIRST CLASS ADVANCES","PERCENT PER ANNU","16.9392"
"69460...ZF...","NIGERIA","2007","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9.5"
"69460L..ZF...","NIGERIA","2007","3 MONTHS' DEPOSITS","PERCENT PER ANNU","10.2883"
"69460C..ZF...","NIGERIA","2006","TREASURY BILL RATE","PERCENT PER ANNU","9.99167"
"69460P..ZF...","NIGERIA","2006","FIRST CLASS ADVANCES","PERCENT PER ANNU","16.9"
"69460...ZF...","NIGERIA","2006","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10"
"69460L..ZF...","NIGERIA","2006","3 MONTHS' DEPOSITS","PERCENT PER ANNU","9.7425"
"69460C..ZF...","NIGERIA","2005","TREASURY BILL RATE","PERCENT PER ANNU","7.62833"
"69460P..ZF...","NIGERIA","2005","FIRST CLASS ADVANCES","PERCENT PER ANNU","17.9483"
"69460...ZF...","NIGERIA","2005","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","13"
"69460L..ZF...","NIGERIA","2005","3 MONTHS' DEPOSITS","PERCENT PER ANNU","10.5325"
"69460C..ZF...","NIGERIA","2004","TREASURY BILL RATE","PERCENT PER ANNU","14.3392"
"69460P..ZF...","NIGERIA","2004","FIRST CLASS ADVANCES","PERCENT PER ANNU","19.1808"
"69460...ZF...","NIGERIA","2004","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","15"
"69460L..ZF...","NIGERIA","2004","3 MONTHS' DEPOSITS","PERCENT PER ANNU","13.6983"
"69460C..ZF...","NIGERIA","2003","TREASURY BILL RATE","PERCENT PER ANNU","14.7908"
"69460P..ZF...","NIGERIA","2003","FIRST CLASS ADVANCES","PERCENT PER ANNU","20.7142"
"69460...ZF...","NIGERIA","2003","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","15"
"69460L..ZF...","NIGERIA","2003","3 MONTHS' DEPOSITS","PERCENT PER ANNU","14.2175"
"69460C..ZF...","NIGERIA","2002","TREASURY BILL RATE","PERCENT PER ANNU","19.0325"
"69460P..ZF...","NIGERIA","2002","FIRST CLASS ADVANCES","PERCENT PER ANNU","24.7708"
"69460...ZF...","NIGERIA","2002","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","16.5"
"69460L..ZF...","NIGERIA","2002","3 MONTHS' DEPOSITS","PERCENT PER ANNU","16.67"
"69460C..ZF...","NIGERIA","2001","TREASURY BILL RATE","PERCENT PER ANNU","17.5"
"69460P..ZF...","NIGERIA","2001","FIRST CLASS ADVANCES","PERCENT PER ANNU","23.4383"
"69460...ZF...","NIGERIA","2001","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","20.5"
"69460L..ZF...","NIGERIA","2001","3 MONTHS' DEPOSITS","PERCENT PER ANNU","15.2558"
"69460C..ZF...","NIGERIA","2000","TREASURY BILL RATE","PERCENT PER ANNU","15.5"
"69460P..ZF...","NIGERIA","2000","FIRST CLASS ADVANCES","PERCENT PER ANNU","21.2742"
"69460...ZF...","NIGERIA","2000","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","14"
"69460L..ZF...","NIGERIA","2000","3 MONTHS' DEPOSITS","PERCENT PER ANNU","11.6908"
"69460C..ZF...","NIGERIA","1999","TREASURY BILL RATE","PERCENT PER ANNU","17.8167"
"69460P..ZF...","NIGERIA","1999","FIRST CLASS ADVANCES","PERCENT PER ANNU","20.29"
"69460...ZF...","NIGERIA","1999","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","18"
"69460L..ZF...","NIGERIA","1999","3 MONTHS' DEPOSITS","PERCENT PER ANNU","12.8108"
"69460C..ZF...","NIGERIA","1998","TREASURY BILL RATE","PERCENT PER ANNU","12.2583"
"69460P..ZF...","NIGERIA","1998","FIRST CLASS ADVANCES","PERCENT PER ANNU","18.1842"
"69460...ZF...","NIGERIA","1998","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","13.5"
"69460L..ZF...","NIGERIA","1998","3 MONTHS' DEPOSITS","PERCENT PER ANNU","10.1083"
"69460C..ZF...","NIGERIA","1997","TREASURY BILL RATE","PERCENT PER ANNU","12"
"69460P..ZF...","NIGERIA","1997","FIRST CLASS ADVANCES","PERCENT PER ANNU","17.795"
"69460...ZF...","NIGERIA","1997","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","13.5"
"69460L..ZF...","NIGERIA","1997","3 MONTHS' DEPOSITS","PERCENT PER ANNU","7.16917"
"69460C..ZF...","NIGERIA","1996","TREASURY BILL RATE","PERCENT PER ANNU","12.25"
"69460P..ZF...","NIGERIA","1996","FIRST CLASS ADVANCES","PERCENT PER ANNU","19.8367"
"69460...ZF...","NIGERIA","1996","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","13.5"
"69460L..ZF...","NIGERIA","1996","3 MONTHS' DEPOSITS","PERCENT PER ANNU","13.0592"
"69460C..ZF...","NIGERIA","1995","TREASURY BILL RATE","PERCENT PER ANNU","12.5"
"69460P..ZF...","NIGERIA","1995","FIRST CLASS ADVANCES","PERCENT PER ANNU","20.2333"
"69460...ZF...","NIGERIA","1995","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","13.5"
"69460L..ZF...","NIGERIA","1995","3 MONTHS' DEPOSITS","PERCENT PER ANNU","13.5308"
"69460C..ZF...","NIGERIA","1994","TREASURY BILL RATE","PERCENT PER ANNU","12.8667"
"69460P..ZF...","NIGERIA","1994","FIRST CLASS ADVANCES","PERCENT PER ANNU","20.4833"
"69460...ZF...","NIGERIA","1994","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","13.5"
"69460L..ZF...","NIGERIA","1994","3 MONTHS' DEPOSITS","PERCENT PER ANNU","13.0917"
"69460C..ZF...","NIGERIA","1993","TREASURY BILL RATE","PERCENT PER ANNU","24.5"
"69460P..ZF...","NIGERIA","1993","FIRST CLASS ADVANCES","PERCENT PER ANNU","31.65"
"69460...ZF...","NIGERIA","1993","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","26"
"69460L..ZF...","NIGERIA","1993","3 MONTHS' DEPOSITS","PERCENT PER ANNU","23.2417"
"69460C..ZF...","NIGERIA","1992","TREASURY BILL RATE","PERCENT PER ANNU","17.8917"
"69460P..ZF...","NIGERIA","1992","FIRST CLASS ADVANCES","PERCENT PER ANNU","24.7583"
"69460...ZF...","NIGERIA","1992","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","17.5"
"69460L..ZF...","NIGERIA","1992","3 MONTHS' DEPOSITS","PERCENT PER ANNU","18.0417"
"69460P..ZF...","NIGERIA","1991","FIRST CLASS ADVANCES","PERCENT PER ANNU","20.0417"
"69460...ZF...","NIGERIA","1991","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","15.5"
"69460L..ZF...","NIGERIA","1991","3 MONTHS' DEPOSITS","PERCENT PER ANNU","14.9167"
"69460P..ZF...","NIGERIA","1990","FIRST CLASS ADVANCES","PERCENT PER ANNU","25.3"
"69460...ZF...","NIGERIA","1990","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","18.5"
"69460L..ZF...","NIGERIA","1990","3 MONTHS' DEPOSITS","PERCENT PER ANNU","19.7833"
"69460P..ZF...","NIGERIA","1989","FIRST CLASS ADVANCES","PERCENT PER ANNU","20.4417"
"69460...ZF...","NIGERIA","1989","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","18.5"
"69460L..ZF...","NIGERIA","1989","3 MONTHS' DEPOSITS","PERCENT PER ANNU","14.675"
"69460P..ZF...","NIGERIA","1988","FIRST CLASS ADVANCES","PERCENT PER ANNU","16.6167"
"69460...ZF...","NIGERIA","1988","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","12.75"
"69460L..ZF...","NIGERIA","1988","3 MONTHS' DEPOSITS","PERCENT PER ANNU","12.95"
"69460P..ZF...","NIGERIA","1987","FIRST CLASS ADVANCES","PERCENT PER ANNU","13.9617"
"69460...ZF...","NIGERIA","1987","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","12.75"
"69460L..ZF...","NIGERIA","1987","3 MONTHS' DEPOSITS","PERCENT PER ANNU","13.0875"
"69460P..ZF...","NIGERIA","1986","FIRST CLASS ADVANCES","PERCENT PER ANNU","9.95917"
"69460...ZF...","NIGERIA","1986","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10"
"69460L..ZF...","NIGERIA","1986","3 MONTHS' DEPOSITS","PERCENT PER ANNU","9.235"
"69460P..ZF...","NIGERIA","1985","FIRST CLASS ADVANCES","PERCENT PER ANNU","9.43333"
"69460...ZF...","NIGERIA","1985","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10"
"69460L..ZF...","NIGERIA","1985","3 MONTHS' DEPOSITS","PERCENT PER ANNU","9.11667"
"69460P..ZF...","NIGERIA","1984","FIRST CLASS ADVANCES","PERCENT PER ANNU","10.2417"
"69460...ZF...","NIGERIA","1984","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10"
"69460L..ZF...","NIGERIA","1984","3 MONTHS' DEPOSITS","PERCENT PER ANNU","8.25417"
"69460P..ZF...","NIGERIA","1983","FIRST CLASS ADVANCES","PERCENT PER ANNU","9.97667"
"69460...ZF...","NIGERIA","1983","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"69460L..ZF...","NIGERIA","1983","3 MONTHS' DEPOSITS","PERCENT PER ANNU","7.41167"
"69460P..ZF...","NIGERIA","1982","FIRST CLASS ADVANCES","PERCENT PER ANNU","9.5375"
"69460...ZF...","NIGERIA","1982","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"69460L..ZF...","NIGERIA","1982","3 MONTHS' DEPOSITS","PERCENT PER ANNU","7.6"
"69460P..ZF...","NIGERIA","1981","FIRST CLASS ADVANCES","PERCENT PER ANNU","8.91667"
"69460...ZF...","NIGERIA","1981","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69460L..ZF...","NIGERIA","1981","3 MONTHS' DEPOSITS","PERCENT PER ANNU","5.71583"
"69460P..ZF...","NIGERIA","1980","FIRST CLASS ADVANCES","PERCENT PER ANNU","8.43167"
"69460...ZF...","NIGERIA","1980","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"69460L..ZF...","NIGERIA","1980","3 MONTHS' DEPOSITS","PERCENT PER ANNU","5.26667"
"69460P..ZF...","NIGERIA","1979","FIRST CLASS ADVANCES","PERCENT PER ANNU","7.7875"
"69460...ZF...","NIGERIA","1979","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5"
"69460L..ZF...","NIGERIA","1979","3 MONTHS' DEPOSITS","PERCENT PER ANNU","4.46917"
"69460P..ZF...","NIGERIA","1978","FIRST CLASS ADVANCES","PERCENT PER ANNU","6.75"
"69460...ZF...","NIGERIA","1978","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5"
"69460L..ZF...","NIGERIA","1978","3 MONTHS' DEPOSITS","PERCENT PER ANNU","4.14583"
"69460P..ZF...","NIGERIA","1977","FIRST CLASS ADVANCES","PERCENT PER ANNU","6"
"69460...ZF...","NIGERIA","1977","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4"
"69460L..ZF...","NIGERIA","1977","3 MONTHS' DEPOSITS","PERCENT PER ANNU","2.83333"
"69460P..ZF...","NIGERIA","1976","FIRST CLASS ADVANCES","PERCENT PER ANNU","6.5"
"69460...ZF...","NIGERIA","1976","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69460L..ZF...","NIGERIA","1976","3 MONTHS' DEPOSITS","PERCENT PER ANNU","2.66667"
"69460P..ZF...","NIGERIA","1975","FIRST CLASS ADVANCES","PERCENT PER ANNU","6.25"
"69460...ZF...","NIGERIA","1975","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"69460L..ZF...","NIGERIA","1975","3 MONTHS' DEPOSITS","PERCENT PER ANNU","3"
"69460P..ZF...","NIGERIA","1974","FIRST CLASS ADVANCES","PERCENT PER ANNU","7"
"69460...ZF...","NIGERIA","1974","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"69460L..ZF...","NIGERIA","1974","3 MONTHS' DEPOSITS","PERCENT PER ANNU","3"
"69460P..ZF...","NIGERIA","1973","FIRST CLASS ADVANCES","PERCENT PER ANNU","7"
"69460...ZF...","NIGERIA","1973","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"69460L..ZF...","NIGERIA","1973","3 MONTHS' DEPOSITS","PERCENT PER ANNU","3"
"69460P..ZF...","NIGERIA","1972","FIRST CLASS ADVANCES","PERCENT PER ANNU","7"
"69460...ZF...","NIGERIA","1972","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"69460L..ZF...","NIGERIA","1972","3 MONTHS' DEPOSITS","PERCENT PER ANNU","3.04167"
"69460P..ZF...","NIGERIA","1971","FIRST CLASS ADVANCES","PERCENT PER ANNU","7"
"69460...ZF...","NIGERIA","1971","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"69460L..ZF...","NIGERIA","1971","3 MONTHS' DEPOSITS","PERCENT PER ANNU","3"
"69460P..ZF...","NIGERIA","1970","FIRST CLASS ADVANCES","PERCENT PER ANNU","7"
"69460...ZF...","NIGERIA","1970","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"69460L..ZF...","NIGERIA","1970","3 MONTHS' DEPOSITS","PERCENT PER ANNU","3"
"69460...ZF...","NIGERIA","1969","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"69460...ZF...","NIGERIA","1968","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"69460...ZF...","NIGERIA","1967","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5"
"69460...ZF...","NIGERIA","1966","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5"
"69460...ZF...","NIGERIA","1965","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5"
"69460...ZF...","NIGERIA","1964","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5"
"69460...ZF...","NIGERIA","1963","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4"
"69460...ZF...","NIGERIA","1962","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"69460...ZF...","NIGERIA","1961","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5.5"
"69460...ZF...","NIGERIA","1960","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5.62"
"14260F..ZF...","NORWAY","2009","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-1.38408"
